topic,review_text
Delivery Issues,the worst experience ever from the past sometimes i faced an issue with my order it showed it will deliver on time then after 30-40 minutes it starts showing slight delay then later on it shows delayed and i received my order approximately in 1 hour even if it was placed to my nearest restaurant. chat support show email for assistance day by day zomato is getting worse app
General Feedback,best app for food and fast craving for fast food
Pricing Feedback,takes a little too much extra money
Food Quality,i order a cake 500 gram from winni but cake weight 250 gram and plastic packing and not from winni cake and smell sour and support sat wait for 72 hours
Pricing Feedback,why this is so expensive how middle class people will afford it before this type of prices are not mentioned by zomato... i m the regular customer of zomato but nowadays this expensive prices gonaa hurtful
General Feedback,very good app. enjoying it.
Delivery Issues,"extremely disappointing experience. i placed an order at 9:00pm and waited for over an hour. instead of delivering, they cancelled it without any explanation. i got the refund, but no compensation for the inconvenience, time wasted, or hunger caused. this is not the kind of service customers expect from a reputed platform. totally unreliable experience."
Customer Service Feedback,unresponsive castomarcare i hate zomato service
Food Quality,"worst food app delivery app. every time i ordered something i got stale and rotten food with damaged packaging. none available to register our complaints, unsatisfactory response, worst food quality. this should be banned."
Delivery Partner Feedback,"hi,there is serious issue of language with your delivery worker.they neither able to read english or understand english.i would suggest you to start showing client address in marathi on your delivery partner app. so that they can reach at correct address on time.i have been forced to go on road to collect my parcel."
App Performance,"editing my review after 21/11/2021, zomato is now turning into the worst food delivery app i have ever used. ui is perfect no complaints, but user experience is deteriorating each and every hour."
Delivery Issues,my order arrived in more than 1 hour. the condition of the order was so bad that i did not feel like eating it because all spilled and cold. i called delivery boy in that time many times but he didn't replied my calls and when he picked the call he said i have to wait because zomate gave him another orders to deliver first. there is no customer care. atlast my money is waste for nothing.
