topic,review_text
Service Feedback,it's a fraud company...they will send u damaged products but will not provide u any resolution for that...do not buy from blinkit...go for swiggy or dealshare or even physical market but not from blinkit
Payment Issues,"one of the worst app i have ever seen in my life, i added money on the blinkit app but still payment couldn't be done, it shows this payment method isn't available at the moment, what kind of rubbish is this."
Pricing Feedback,"you are good but if there are one or two things in it then they charge a lot for delivery, it is not necessary that someone orders something worth more than 100, even if someone orders something worth 50 then there is not that much delivery charge"
General Feedback,the blinkit is very good
App Performance,"delivery is really quick, but address selection process for a location is not very suitable"
Service Feedback,very very very very very poor customer service .. don't buy from here. very poor cancellation policy too..
Order Issues,delivering wrong product and no response for problem resolution
Pricing Feedback,increased price... delivery charge is free only if we purchase above 150+ due to rain extra 30₹
Service Availability Issues,service not available in my location
General Feedback,very good service at perfect time
Service Feedback,blinkit store is best but jo wherehouse ke employees hote ha unko time per sallery nahi milti ha aur chhutti maangne per paise cut kiye jaate ha aur naukri chodne per bhi charges dena padta ha isliye mein blinkit app ko ek star de raha hu
General Feedback,"thank you to get my concern solved, happy"
Payment Issues,they are not delivering the product with cash on delivery... please do it as fast as you can
General Feedback,probably the best thing ever happened to quinch the wants and desire of human race that too soo quickly
General Feedback,blinkit games grocery on time
General Feedback,best aap to give gift someone special
General Feedback,very good app and it's so so convenient also sometimes i get discounted rate better then local market it's hassale free
Pricing Feedback,it cost of the item are very high
Delivery Issues,"जो टाइम बताते है उस टाइम पर सामान आज तक नहीं आया,,,पर सामान आ जाता हैं ये अच्छा है"
General Feedback,"amazing ,easy to order n quick delivery."
General Feedback,blinkit is ghar ka chota beta 🫂
General Feedback,fast ‍ delivery i love it 
Food Quality,app works good. however the vegetables and fruits are seldom in bad quality or even rotten.
General Feedback,an app in need is an app indeed.
General Feedback,thank you so much for your this app
General Feedback,good service and in emergency it's very useful thank you so much
General Feedback,this is the best app and it really diliver orders in 10 minutes.happy with this app
General Feedback,fastest delivery any time any day
Pricing Feedback,to expensive and charges high rate for delivery
General Feedback,ye bahot achi he ye delivery charj nhi lete apne man se dena he to do or inki ispid bhi achi he istmal karna he to zepto nhi big basket nhi sirf or sirf blinkit karo i love blinkit 
General Feedback,super fantastic super fast service
General Feedback,good app at the time delivery
General Feedback,it is very good day always service on time they always deliver the same item
General Feedback,good app & fast delivery.
General Feedback,excellent better than big basket
Service Feedback,3rd class app they assured me to purchase 199 and get thumsup free so orders and when i received the orders there is no thumsup then when i connected to support they disconnected the chat saying no stock available can't give ..this is fraud app don't believe and purchase 2 nd time they simply took my order and amount then not delivered the item's its fraud app
