topic,review_text
App Performance,i am not able to give zero star so i give one or i will give zero only because of its features
Delivery Issues,food quality is good but to late
Pricing Issues,it's good but no free cash nowadays and also if there so order for 1000 and get 75 off like really
Compliments,good app and fast delivery
Delivery Issues,this has happened so many times that i was waiting for the one order more than 3 hours. so disgusting app. zomato is better
Complaints,"this is the worst delivery app ever. despite being a very old user, i've been having bad experiences with it over and over again. today was another one of those times and i've had enough. i'm deleting this app for good. i ordered my food at the restaurant and it said it'll be here within 25 mins. but even after an hour there's no response. i tried contacting the restaurant but the number the swiggy helpline provided didn't exist. then tried calling customer care but nobody picked up our calls."
Delivery Issues,"items went missing multiple times. items missing became a regular occurrence. i am uninstalling the app permanently as i couldn't find the account delete option. swiggy lost a customer permanently. these guys are not worthy of the second chance. installed after a long time, thinking they changed, but they proved me wrong. they're consistently stealing from packages. unibstalled for the second and last time. deleted the account permanently this time. thanks but no thanks"
Pricing Issues,delivery charges r more dn food charges
Policy Issues,"do not buy house hold items here! there is no return or exchange policy, even if the product doesn't suit ur need. we ordered 2 buckets, they were small but they refused to exchange. if i had bought from amazon it would have been easy to get it exchanged!"
Complaints,very bad customer service with longer time to take delivery. at the time of ordering showing very less time for pickup the order but after received the order they are making fool to the customer. they are taking more than 2 hr to deliver the product even though customer has the membership.
Complaints,"worst customer service. i had some missing items in my order, rather than acknowledging their fault, they straight away refused to refund my money or provide any other solution."
Complaints,delivery person don't read delivery address they only see person's previous location
Pricing Issues,very good price here order now🥰
Pricing Issues,i am not fool gst delivery charges first time order also worst app zomato is better
Compliments,swiggy good work for food chains
Complaints,very very worst customer response
Delivery Issues,i ordered food in train but it was not delivered by delivery partner later they cancel my order and said no refund bcoz its swiggy policy.. very pathetic
Delivery Issues,"swiggy instamart delivery services are terrible. expected delivery time shown while ordering is 20 minutes, while my order was delivered in 1 hour. it has been 3 times with me, while zepto and blinkit delivery services are quite fast. so, i would recommed to do instant orders from zepto and blinkit rather than swiggy instamart"
